"GAME_ID","official","home_calls","away_calls","total_calls","home_team","away_team","SCOREMARGIN","year","round","game_num","unique_series_id","team1_wins","team2_wins","team1_wins_prior","team2_wins_prior","uneven","extended","home_team_trailing","trailing_calls","leading_calls"
41400101,"B.Salvatore",10,7,17,"ATL","BKN",7,14,1,1,"14-1-0",1,0,0,0,FALSE,FALSE,FALSE,0,0
41400101,"D.Crawford",4,6,10,"ATL","BKN",7,14,1,1,"14-1-0",1,0,0,0,FALSE,FALSE,FALSE,0,0
41400101,"M.Davis",7,5,12,"ATL","BKN",7,14,1,1,"14-1-0",1,0,0,0,FALSE,FALSE,FALSE,0,0
41400102,"M.Callahan",4,5,9,"ATL","BKN",5,14,1,2,"14-1-0",2,0,1,0,TRUE,FALSE,FALSE,5,4
41400102,"M.Smith",7,8,15,"ATL","BKN",5,14,1,2,"14-1-0",2,0,1,0,TRUE,FALSE,FALSE,8,7
41400102,"Z.Zarba",7,6,13,"ATL","BKN",5,14,1,2,"14-1-0",2,0,1,0,TRUE,FALSE,FALSE,6,7
41400103,"J.Crawford",8,8,16,"BKN","ATL",8,14,1,3,"14-1-0",2,1,2,0,TRUE,TRUE,FALSE,8,8
41400103,"R.Garretson",3,7,10,"BKN","ATL",8,14,1,3,"14-1-0",2,1,2,0,TRUE,TRUE,FALSE,7,3
41400103,"T.Brown",6,6,12,"BKN","ATL",8,14,1,3,"14-1-0",2,1,2,0,TRUE,TRUE,FALSE,6,6
41400104,"E.Lewis",5,4,9,"BKN","ATL",5,14,1,4,"14-1-0",2,2,2,1,TRUE,TRUE,FALSE,4,5
41400104,"J.Capers",8,8,16,"BKN","ATL",5,14,1,4,"14-1-0",2,2,2,1,TRUE,TRUE,FALSE,8,8
41400104,"J.Phillips",6,7,13,"BKN","ATL",5,14,1,4,"14-1-0",2,2,2,1,TRUE,TRUE,FALSE,7,6
41400105,"D.Jones",3,3,6,"ATL","BKN",10,14,1,5,"14-1-0",3,2,2,2,FALSE,FALSE,FALSE,0,0
41400105,"J.Williams",4,10,14,"ATL","BKN",10,14,1,5,"14-1-0",3,2,2,2,FALSE,FALSE,FALSE,0,0
41400105,"M.McCutchen",5,4,9,"ATL","BKN",10,14,1,5,"14-1-0",3,2,2,2,FALSE,FALSE,FALSE,0,0
41400106,"E.Malloy",6,7,13,"BKN","ATL",-24,14,1,6,"14-1-0",4,2,3,2,TRUE,FALSE,FALSE,7,6
41400106,"J.Goble",6,10,16,"BKN","ATL",-24,14,1,6,"14-1-0",4,2,3,2,TRUE,FALSE,FALSE,10,6
41400106,"K.Mauer",5,4,9,"BKN","ATL",-24,14,1,6,"14-1-0",4,2,3,2,TRUE,FALSE,FALSE,4,5
41400111,"M.Callahan",8,11,19,"CLE","BOS",13,14,1,1,"14-1-1",1,0,0,0,FALSE,FALSE,FALSE,0,0
41400111,"P.Fraher",2,4,6,"CLE","BOS",13,14,1,1,"14-1-1",1,0,0,0,FALSE,FALSE,FALSE,0,0
41400111,"Z.Zarba",13,14,27,"CLE","BOS",13,14,1,1,"14-1-1",1,0,0,0,FALSE,FALSE,FALSE,0,0
41400112,"B.Salvatore",6,8,14,"CLE","BOS",8,14,1,2,"14-1-1",2,0,1,0,TRUE,FALSE,FALSE,8,6
41400112,"D.Crawford",9,9,18,"CLE","BOS",8,14,1,2,"14-1-1",2,0,1,0,TRUE,FALSE,FALSE,9,9
41400112,"M.Davis",7,5,12,"CLE","BOS",8,14,1,2,"14-1-1",2,0,1,0,TRUE,FALSE,FALSE,5,7
41400113,"D.Guthrie",9,5,14,"BOS","CLE",-8,14,1,3,"14-1-1",3,0,2,0,TRUE,FALSE,FALSE,5,9
41400113,"J.Capers",7,8,15,"BOS","CLE",-8,14,1,3,"14-1-1",3,0,2,0,TRUE,FALSE,FALSE,8,7
41400113,"J.Phillips",5,6,11,"BOS","CLE",-8,14,1,3,"14-1-1",3,0,2,0,TRUE,FALSE,FALSE,6,5
41400114,"J.Goble",12,6,18,"BOS","CLE",-8,14,1,4,"14-1-1",4,0,3,0,TRUE,FALSE,FALSE,6,12
41400114,"L.Richardson",9,15,24,"BOS","CLE",-8,14,1,4,"14-1-1",4,0,3,0,TRUE,FALSE,FALSE,15,9
41400114,"T.Brothers",7,9,16,"BOS","CLE",-8,14,1,4,"14-1-1",4,0,3,0,TRUE,FALSE,FALSE,9,7
41400121,"B.Kennedy",10,6,16,"CHI","MIL",12,14,1,1,"14-1-2",1,0,0,0,FALSE,FALSE,FALSE,0,0
41400121,"K.Fitzgerald",6,7,13,"CHI","MIL",12,14,1,1,"14-1-2",1,0,0,0,FALSE,FALSE,FALSE,0,0
41400121,"S.Foster",6,10,16,"CHI","MIL",12,14,1,1,"14-1-2",1,0,0,0,FALSE,FALSE,FALSE,0,0
41400122,"B.Spooner",4,7,11,"CHI","MIL",9,14,1,2,"14-1-2",2,0,1,0,TRUE,FALSE,FALSE,7,4
41400122,"J.Williams",7,10,17,"CHI","MIL",9,14,1,2,"14-1-2",2,0,1,0,TRUE,FALSE,FALSE,10,7
41400122,"M.McCutchen",8,6,14,"CHI","MIL",9,14,1,2,"14-1-2",2,0,1,0,TRUE,FALSE,FALSE,6,8
41400123,"B.Forte",6,6,12,"MIL","CHI",-7,14,1,3,"14-1-2",3,0,2,0,TRUE,FALSE,FALSE,6,6
41400123,"E.Malloy",5,7,12,"MIL","CHI",-7,14,1,3,"14-1-2",3,0,2,0,TRUE,FALSE,FALSE,7,5
41400123,"K.Mauer",8,7,15,"MIL","CHI",-7,14,1,3,"14-1-2",3,0,2,0,TRUE,FALSE,FALSE,7,8
41400124,"D.Guthrie",3,4,7,"MIL","CHI",2,14,1,4,"14-1-2",3,1,3,0,TRUE,TRUE,FALSE,4,3
41400124,"J.Phillips",10,5,15,"MIL","CHI",2,14,1,4,"14-1-2",3,1,3,0,TRUE,TRUE,FALSE,5,10
41400124,"Z.Zarba",9,11,20,"MIL","CHI",2,14,1,4,"14-1-2",3,1,3,0,TRUE,TRUE,FALSE,11,9
41400125,"J.Crawford",11,4,15,"CHI","MIL",-6,14,1,5,"14-1-2",3,2,3,1,TRUE,TRUE,FALSE,4,11
41400125,"S.Corbin",3,11,14,"CHI","MIL",-6,14,1,5,"14-1-2",3,2,3,1,TRUE,TRUE,FALSE,11,3
41400125,"S.Wright",4,9,13,"CHI","MIL",-6,14,1,5,"14-1-2",3,2,3,1,TRUE,TRUE,FALSE,9,4
41400126,"D.Stafford",7,6,13,"MIL","CHI",-54,14,1,6,"14-1-2",4,2,3,2,TRUE,FALSE,FALSE,6,7
41400126,"M.Callahan",8,3,11,"MIL","CHI",-54,14,1,6,"14-1-2",4,2,3,2,TRUE,FALSE,FALSE,3,8
41400126,"T.Washington",4,5,9,"MIL","CHI",-54,14,1,6,"14-1-2",4,2,3,2,TRUE,FALSE,FALSE,5,4
41400131,"D.Stafford",9,6,15,"TOR","WAS",-7,14,1,1,"14-1-3",0,1,0,0,FALSE,FALSE,FALSE,0,0
41400131,"J.Tiven",5,5,10,"TOR","WAS",-7,14,1,1,"14-1-3",0,1,0,0,FALSE,FALSE,FALSE,0,0
41400131,"M.McCutchen",7,7,14,"TOR","WAS",-7,14,1,1,"14-1-3",0,1,0,0,FALSE,FALSE,FALSE,0,0
41400132,"B.Kennedy",8,9,17,"TOR","WAS",-11,14,1,2,"14-1-3",0,2,0,1,TRUE,FALSE,TRUE,8,9
41400132,"C.Kirkland",8,8,16,"TOR","WAS",-11,14,1,2,"14-1-3",0,2,0,1,TRUE,FALSE,TRUE,8,8
41400132,"S.Foster",12,7,19,"TOR","WAS",-11,14,1,2,"14-1-3",0,2,0,1,TRUE,FALSE,TRUE,12,7
41400133,"J.Goble",4,4,8,"WAS","TOR",7,14,1,3,"14-1-3",0,3,0,2,TRUE,FALSE,TRUE,4,4
41400133,"S.Corbin",7,13,20,"WAS","TOR",7,14,1,3,"14-1-3",0,3,0,2,TRUE,FALSE,TRUE,7,13
41400133,"T.Brothers",11,13,24,"WAS","TOR",7,14,1,3,"14-1-3",0,3,0,2,TRUE,FALSE,TRUE,11,13
41400134,"B.Forte",11,9,20,"WAS","TOR",31,14,1,4,"14-1-3",0,4,0,3,TRUE,FALSE,TRUE,11,9
41400134,"E.Malloy",4,9,13,"WAS","TOR",31,14,1,4,"14-1-3",0,4,0,3,TRUE,FALSE,TRUE,4,9
41400134,"K.Mauer",5,7,12,"WAS","TOR",31,14,1,4,"14-1-3",0,4,0,3,TRUE,FALSE,TRUE,5,7
41400141,"J.Phillips",4,7,11,"GSW","NOP",7,14,1,1,"14-1-4",1,0,0,0,FALSE,FALSE,FALSE,0,0
41400141,"S.Corbin",8,12,20,"GSW","NOP",7,14,1,1,"14-1-4",1,0,0,0,FALSE,FALSE,FALSE,0,0
41400141,"T.Brothers",9,8,17,"GSW","NOP",7,14,1,1,"14-1-4",1,0,0,0,FALSE,FALSE,FALSE,0,0
41400142,"J.Crawford",7,7,14,"GSW","NOP",10,14,1,2,"14-1-4",2,0,1,0,TRUE,FALSE,FALSE,7,7
41400142,"R.Garretson",5,5,10,"GSW","NOP",10,14,1,2,"14-1-4",2,0,1,0,TRUE,FALSE,FALSE,5,5
41400142,"S.Wright",6,8,14,"GSW","NOP",10,14,1,2,"14-1-4",2,0,1,0,TRUE,FALSE,FALSE,8,6
41400143,"D.Stafford",6,9,15,"NOP","GSW",-4,14,1,3,"14-1-4",3,0,2,0,TRUE,FALSE,FALSE,9,6
41400143,"K.Fitzgerald",12,4,16,"NOP","GSW",-4,14,1,3,"14-1-4",3,0,2,0,TRUE,FALSE,FALSE,4,12
41400143,"S.Foster",8,8,16,"NOP","GSW",-4,14,1,3,"14-1-4",3,0,2,0,TRUE,FALSE,FALSE,8,8
41400144,"D.Collins",7,6,13,"NOP","GSW",-11,14,1,4,"14-1-4",4,0,3,0,TRUE,FALSE,FALSE,6,7
41400144,"D.Crawford",7,8,15,"NOP","GSW",-11,14,1,4,"14-1-4",4,0,3,0,TRUE,FALSE,FALSE,8,7
41400144,"M.Davis",2,4,6,"NOP","GSW",-11,14,1,4,"14-1-4",4,0,3,0,TRUE,FALSE,FALSE,4,2
41400151,"J.Crawford",12,6,18,"HOU","DAL",10,14,1,1,"14-1-5",1,0,0,0,FALSE,FALSE,FALSE,0,0
41400151,"R.Garretson",3,9,12,"HOU","DAL",10,14,1,1,"14-1-5",1,0,0,0,FALSE,FALSE,FALSE,0,0
41400151,"T.Brown",6,7,13,"HOU","DAL",10,14,1,1,"14-1-5",1,0,0,0,FALSE,FALSE,FALSE,0,0
41400152,"D.Jones",4,6,10,"HOU","DAL",12,14,1,2,"14-1-5",2,0,1,0,TRUE,FALSE,FALSE,6,4
41400152,"E.Malloy",10,5,15,"HOU","DAL",12,14,1,2,"14-1-5",2,0,1,0,TRUE,FALSE,FALSE,5,10
41400152,"K.Mauer",9,12,21,"HOU","DAL",12,14,1,2,"14-1-5",2,0,1,0,TRUE,FALSE,FALSE,12,9
41400153,"M.Callahan",8,10,18,"DAL","HOU",-2,14,1,3,"14-1-5",3,0,2,0,TRUE,FALSE,FALSE,10,8
41400153,"M.Smith",10,11,21,"DAL","HOU",-2,14,1,3,"14-1-5",3,0,2,0,TRUE,FALSE,FALSE,11,10
41400153,"T.Washington",5,7,12,"DAL","HOU",-2,14,1,3,"14-1-5",3,0,2,0,TRUE,FALSE,FALSE,7,5
41400154,"D.Stafford",7,9,16,"DAL","HOU",12,14,1,4,"14-1-5",3,1,3,0,TRUE,TRUE,FALSE,9,7
41400154,"J.Tiven",8,7,15,"DAL","HOU",12,14,1,4,"14-1-5",3,1,3,0,TRUE,TRUE,FALSE,7,8
41400154,"M.McCutchen",9,9,18,"DAL","HOU",12,14,1,4,"14-1-5",3,1,3,0,TRUE,TRUE,FALSE,9,9
41400155,"J.Goble",10,7,17,"HOU","DAL",9,14,1,5,"14-1-5",4,1,3,1,TRUE,FALSE,FALSE,7,10
41400155,"T.Brothers",8,6,14,"HOU","DAL",9,14,1,5,"14-1-5",4,1,3,1,TRUE,FALSE,FALSE,6,8
41400155,"Z.Zarba",10,8,18,"HOU","DAL",9,14,1,5,"14-1-5",4,1,3,1,TRUE,FALSE,FALSE,8,10
41400161,"D.Jones",4,6,10,"LAC","SAS",15,14,1,1,"14-1-6",1,0,0,0,FALSE,FALSE,FALSE,0,0
41400161,"E.Malloy",8,8,16,"LAC","SAS",15,14,1,1,"14-1-6",1,0,0,0,FALSE,FALSE,FALSE,0,0
41400161,"K.Mauer",8,5,13,"LAC","SAS",15,14,1,1,"14-1-6",1,0,0,0,FALSE,FALSE,FALSE,0,0
41400162,"J.Crawford",9,10,19,"LAC","SAS",-4,14,1,2,"14-1-6",1,1,1,0,TRUE,TRUE,FALSE,10,9
41400162,"R.Garretson",2,10,12,"LAC","SAS",-4,14,1,2,"14-1-6",1,1,1,0,TRUE,TRUE,FALSE,10,2
41400162,"S.Wright",7,4,11,"LAC","SAS",-4,14,1,2,"14-1-6",1,1,1,0,TRUE,TRUE,FALSE,4,7
41400163,"B.Spooner",6,7,13,"SAS","LAC",27,14,1,3,"14-1-6",1,2,1,1,FALSE,FALSE,FALSE,0,0
41400163,"G.Zielinski",3,4,7,"SAS","LAC",27,14,1,3,"14-1-6",1,2,1,1,FALSE,FALSE,FALSE,0,0
41400163,"M.McCutchen",5,4,9,"SAS","LAC",27,14,1,3,"14-1-6",1,2,1,1,FALSE,FALSE,FALSE,0,0
41400164,"M.Callahan",7,6,13,"SAS","LAC",-9,14,1,4,"14-1-6",2,2,1,2,TRUE,TRUE,TRUE,7,6
41400164,"P.Fraher",7,11,18,"SAS","LAC",-9,14,1,4,"14-1-6",2,2,1,2,TRUE,TRUE,TRUE,7,11
41400164,"T.Washington",7,7,14,"SAS","LAC",-9,14,1,4,"14-1-6",2,2,1,2,TRUE,TRUE,TRUE,7,7
41400165,"B.Kennedy",7,5,12,"LAC","SAS",-4,14,1,5,"14-1-6",2,3,2,2,FALSE,FALSE,FALSE,0,0
41400165,"J.Tiven",8,13,21,"LAC","SAS",-4,14,1,5,"14-1-6",2,3,2,2,FALSE,FALSE,FALSE,0,0
41400165,"S.Foster",10,7,17,"LAC","SAS",-4,14,1,5,"14-1-6",2,3,2,2,FALSE,FALSE,FALSE,0,0
41400166,"D.Crawford",12,8,20,"SAS","LAC",-6,14,1,6,"14-1-6",3,3,2,3,TRUE,TRUE,TRUE,12,8
41400166,"M.Davis",5,4,9,"SAS","LAC",-6,14,1,6,"14-1-6",3,3,2,3,TRUE,TRUE,TRUE,5,4
41400166,"Z.Zarba",8,6,14,"SAS","LAC",-6,14,1,6,"14-1-6",3,3,2,3,TRUE,TRUE,TRUE,8,6
41400167,"J.Capers",6,6,12,"LAC","SAS",2,14,1,7,"14-1-6",4,3,3,3,FALSE,FALSE,FALSE,0,0
41400167,"J.Phillips",3,7,10,"LAC","SAS",2,14,1,7,"14-1-6",4,3,3,3,FALSE,FALSE,FALSE,0,0
41400167,"M.McCutchen",11,7,18,"LAC","SAS",2,14,1,7,"14-1-6",4,3,3,3,FALSE,FALSE,FALSE,0,0
41400171,"E.Lewis",6,8,14,"MEM","POR",14,14,1,1,"14-1-7",1,0,0,0,FALSE,FALSE,FALSE,0,0
41400171,"J.Capers",10,7,17,"MEM","POR",14,14,1,1,"14-1-7",1,0,0,0,FALSE,FALSE,FALSE,0,0
41400171,"T.Washington",2,9,11,"MEM","POR",14,14,1,1,"14-1-7",1,0,0,0,FALSE,FALSE,FALSE,0,0
41400172,"B.Spooner",4,4,8,"MEM","POR",15,14,1,2,"14-1-7",2,0,1,0,TRUE,FALSE,FALSE,4,4
41400172,"L.Richardson",7,6,13,"MEM","POR",15,14,1,2,"14-1-7",2,0,1,0,TRUE,FALSE,FALSE,6,7
41400172,"T.Brothers",7,4,11,"MEM","POR",15,14,1,2,"14-1-7",2,0,1,0,TRUE,FALSE,FALSE,4,7
41400173,"B.Kennedy",10,5,15,"POR","MEM",-6,14,1,3,"14-1-7",3,0,2,0,TRUE,FALSE,FALSE,5,10
41400173,"M.Ayotte",5,3,8,"POR","MEM",-6,14,1,3,"14-1-7",3,0,2,0,TRUE,FALSE,FALSE,3,5
41400173,"S.Foster",9,14,23,"POR","MEM",-6,14,1,3,"14-1-7",3,0,2,0,TRUE,FALSE,FALSE,14,9
41400174,"D.Collins",5,5,10,"POR","MEM",7,14,1,4,"14-1-7",3,1,3,0,TRUE,TRUE,FALSE,5,5
41400174,"D.Crawford",5,4,9,"POR","MEM",7,14,1,4,"14-1-7",3,1,3,0,TRUE,TRUE,FALSE,4,5
41400174,"M.Davis",3,7,10,"POR","MEM",7,14,1,4,"14-1-7",3,1,3,0,TRUE,TRUE,FALSE,7,3
41400175,"B.Forte",3,5,8,"MEM","POR",6,14,1,5,"14-1-7",4,1,3,1,TRUE,FALSE,FALSE,5,3
41400175,"E.Malloy",8,4,12,"MEM","POR",6,14,1,5,"14-1-7",4,1,3,1,TRUE,FALSE,FALSE,4,8
41400175,"K.Mauer",9,5,14,"MEM","POR",6,14,1,5,"14-1-7",4,1,3,1,TRUE,FALSE,FALSE,5,9
41400201,"P.Fraher",1,4,5,"ATL","WAS",-6,14,2,1,"14-2-0",0,1,0,0,FALSE,FALSE,FALSE,0,0
41400201,"R.Garretson",3,8,11,"ATL","WAS",-6,14,2,1,"14-2-0",0,1,0,0,FALSE,FALSE,FALSE,0,0
41400201,"S.Foster",13,6,19,"ATL","WAS",-6,14,2,1,"14-2-0",0,1,0,0,FALSE,FALSE,FALSE,0,0
41400202,"D.Crawford",4,12,16,"ATL","WAS",16,14,2,2,"14-2-0",1,1,0,1,TRUE,TRUE,TRUE,4,12
41400202,"J.Tiven",5,7,12,"ATL","WAS",16,14,2,2,"14-2-0",1,1,0,1,TRUE,TRUE,TRUE,5,7
41400202,"M.Davis",7,2,9,"ATL","WAS",16,14,2,2,"14-2-0",1,1,0,1,TRUE,TRUE,TRUE,7,2
41400203,"B.Salvatore",8,8,16,"WAS","ATL",2,14,2,3,"14-2-0",1,2,1,1,FALSE,FALSE,FALSE,0,0
41400203,"J.Crawford",8,12,20,"WAS","ATL",2,14,2,3,"14-2-0",1,2,1,1,FALSE,FALSE,FALSE,0,0
41400203,"Z.Zarba",8,6,14,"WAS","ATL",2,14,2,3,"14-2-0",1,2,1,1,FALSE,FALSE,FALSE,0,0
41400204,"E.Malloy",4,10,14,"WAS","ATL",-5,14,2,4,"14-2-0",2,2,1,2,TRUE,TRUE,TRUE,4,10
41400204,"J.Goble",9,1,10,"WAS","ATL",-5,14,2,4,"14-2-0",2,2,1,2,TRUE,TRUE,TRUE,9,1
41400204,"K.Mauer",6,9,15,"WAS","ATL",-5,14,2,4,"14-2-0",2,2,1,2,TRUE,TRUE,TRUE,6,9
41400205,"M.Callahan",7,5,12,"ATL","WAS",1,14,2,5,"14-2-0",3,2,2,2,FALSE,FALSE,FALSE,0,0
41400205,"T.Brothers",7,3,10,"ATL","WAS",1,14,2,5,"14-2-0",3,2,2,2,FALSE,FALSE,FALSE,0,0
41400205,"T.Washington",2,9,11,"ATL","WAS",1,14,2,5,"14-2-0",3,2,2,2,FALSE,FALSE,FALSE,0,0
41400206,"D.Stafford",4,7,11,"WAS","ATL",-3,14,2,6,"14-2-0",4,2,3,2,TRUE,FALSE,FALSE,7,4
41400206,"J.Capers",5,7,12,"WAS","ATL",-3,14,2,6,"14-2-0",4,2,3,2,TRUE,FALSE,FALSE,7,5
41400206,"M.McCutchen",6,7,13,"WAS","ATL",-3,14,2,6,"14-2-0",4,2,3,2,TRUE,FALSE,FALSE,7,6
41400211,"B.Forte",5,3,8,"CLE","CHI",-7,14,2,1,"14-2-1",0,1,0,0,FALSE,FALSE,FALSE,0,0
41400211,"E.Malloy",3,9,12,"CLE","CHI",-7,14,2,1,"14-2-1",0,1,0,0,FALSE,FALSE,FALSE,0,0
41400211,"K.Mauer",8,4,12,"CLE","CHI",-7,14,2,1,"14-2-1",0,1,0,0,FALSE,FALSE,FALSE,0,0
41400212,"J.Capers",5,4,9,"CLE","CHI",15,14,2,2,"14-2-1",1,1,0,1,TRUE,TRUE,TRUE,5,4
41400212,"J.Williams",11,9,20,"CLE","CHI",15,14,2,2,"14-2-1",1,1,0,1,TRUE,TRUE,TRUE,11,9
41400212,"M.McCutchen",8,7,15,"CLE","CHI",15,14,2,2,"14-2-1",1,1,0,1,TRUE,TRUE,TRUE,8,7
41400213,"E.Lewis",8,8,16,"CHI","CLE",3,14,2,3,"14-2-1",1,2,1,1,FALSE,FALSE,FALSE,0,0
41400213,"M.Callahan",6,8,14,"CHI","CLE",3,14,2,3,"14-2-1",1,2,1,1,FALSE,FALSE,FALSE,0,0
41400213,"T.Brothers",5,7,12,"CHI","CLE",3,14,2,3,"14-2-1",1,2,1,1,FALSE,FALSE,FALSE,0,0
41400214,"J.Phillips",6,6,12,"CHI","CLE",-2,14,2,4,"14-2-1",2,2,1,2,TRUE,TRUE,TRUE,6,6
41400214,"S.Foster",9,9,18,"CHI","CLE",-2,14,2,4,"14-2-1",2,2,1,2,TRUE,TRUE,TRUE,9,9
41400214,"T.Washington",4,2,6,"CHI","CLE",-2,14,2,4,"14-2-1",2,2,1,2,TRUE,TRUE,TRUE,4,2
41400215,"D.Stafford",6,7,13,"CLE","CHI",5,14,2,5,"14-2-1",3,2,2,2,FALSE,FALSE,FALSE,0,0
41400215,"J.Crawford",5,10,15,"CLE","CHI",5,14,2,5,"14-2-1",3,2,2,2,FALSE,FALSE,FALSE,0,0
41400215,"Z.Zarba",11,7,18,"CLE","CHI",5,14,2,5,"14-2-1",3,2,2,2,FALSE,FALSE,FALSE,0,0
41400216,"D.Crawford",7,3,10,"CHI","CLE",-21,14,2,6,"14-2-1",4,2,3,2,TRUE,FALSE,FALSE,3,7
41400216,"M.Davis",5,8,13,"CHI","CLE",-21,14,2,6,"14-2-1",4,2,3,2,TRUE,FALSE,FALSE,8,5
41400216,"S.Wright",6,5,11,"CHI","CLE",-21,14,2,6,"14-2-1",4,2,3,2,TRUE,FALSE,FALSE,5,6
41400221,"J.Crawford",5,7,12,"GSW","MEM",15,14,2,1,"14-2-2",1,0,0,0,FALSE,FALSE,FALSE,0,0
41400221,"S.Wright",9,6,15,"GSW","MEM",15,14,2,1,"14-2-2",1,0,0,0,FALSE,FALSE,FALSE,0,0
41400221,"T.Washington",6,3,9,"GSW","MEM",15,14,2,1,"14-2-2",1,0,0,0,FALSE,FALSE,FALSE,0,0
41400222,"B.Kennedy",5,5,10,"GSW","MEM",-7,14,2,2,"14-2-2",1,1,1,0,TRUE,TRUE,FALSE,5,5
41400222,"J.Phillips",4,7,11,"GSW","MEM",-7,14,2,2,"14-2-2",1,1,1,0,TRUE,TRUE,FALSE,7,4
41400222,"S.Foster",8,9,17,"GSW","MEM",-7,14,2,2,"14-2-2",1,1,1,0,TRUE,TRUE,FALSE,9,8
41400223,"J.Capers",4,9,13,"MEM","GSW",10,14,2,3,"14-2-2",1,2,1,1,FALSE,FALSE,FALSE,0,0
41400223,"M.McCutchen",11,8,19,"MEM","GSW",10,14,2,3,"14-2-2",1,2,1,1,FALSE,FALSE,FALSE,0,0
41400223,"T.Brown",8,4,12,"MEM","GSW",10,14,2,3,"14-2-2",1,2,1,1,FALSE,FALSE,FALSE,0,0
41400224,"M.Callahan",4,7,11,"MEM","GSW",-17,14,2,4,"14-2-2",2,2,1,2,TRUE,TRUE,TRUE,4,7
41400224,"P.Fraher",3,7,10,"MEM","GSW",-17,14,2,4,"14-2-2",2,2,1,2,TRUE,TRUE,TRUE,3,7
41400224,"T.Brothers",8,8,16,"MEM","GSW",-17,14,2,4,"14-2-2",2,2,1,2,TRUE,TRUE,TRUE,8,8
41400225,"B.Spooner",4,7,11,"GSW","MEM",20,14,2,5,"14-2-2",3,2,2,2,FALSE,FALSE,FALSE,0,0
41400225,"E.Malloy",4,2,6,"GSW","MEM",20,14,2,5,"14-2-2",3,2,2,2,FALSE,FALSE,FALSE,0,0
41400225,"K.Mauer",6,8,14,"GSW","MEM",20,14,2,5,"14-2-2",3,2,2,2,FALSE,FALSE,FALSE,0,0
41400226,"J.Crawford",3,5,8,"MEM","GSW",-13,14,2,6,"14-2-2",4,2,3,2,TRUE,FALSE,FALSE,5,3
41400226,"J.Goble",5,7,12,"MEM","GSW",-13,14,2,6,"14-2-2",4,2,3,2,TRUE,FALSE,FALSE,7,5
41400226,"Z.Zarba",6,11,17,"MEM","GSW",-13,14,2,6,"14-2-2",4,2,3,2,TRUE,FALSE,FALSE,11,6
41400231,"B.Spooner",6,6,12,"HOU","LAC",-16,14,2,1,"14-2-3",0,1,0,0,FALSE,FALSE,FALSE,0,0
41400231,"D.Stafford",7,6,13,"HOU","LAC",-16,14,2,1,"14-2-3",0,1,0,0,FALSE,FALSE,FALSE,0,0
41400231,"M.Callahan",8,7,15,"HOU","LAC",-16,14,2,1,"14-2-3",0,1,0,0,FALSE,FALSE,FALSE,0,0
41400232,"D.Jones",6,11,17,"HOU","LAC",6,14,2,2,"14-2-3",1,1,0,1,TRUE,TRUE,TRUE,6,11
41400232,"J.Crawford",13,18,31,"HOU","LAC",6,14,2,2,"14-2-3",1,1,0,1,TRUE,TRUE,TRUE,13,18
41400232,"Z.Zarba",7,6,13,"HOU","LAC",6,14,2,2,"14-2-3",1,1,0,1,TRUE,TRUE,TRUE,7,6
41400233,"D.Guthrie",6,5,11,"LAC","HOU",25,14,2,3,"14-2-3",1,2,1,1,FALSE,FALSE,FALSE,0,0
41400233,"J.Goble",12,6,18,"LAC","HOU",25,14,2,3,"14-2-3",1,2,1,1,FALSE,FALSE,FALSE,0,0
41400233,"K.Mauer",9,8,17,"LAC","HOU",25,14,2,3,"14-2-3",1,2,1,1,FALSE,FALSE,FALSE,0,0
41400234,"D.Crawford",9,14,23,"LAC","HOU",33,14,2,4,"14-2-3",1,3,1,2,TRUE,FALSE,TRUE,9,14
41400234,"M.Davis",6,8,14,"LAC","HOU",33,14,2,4,"14-2-3",1,3,1,2,TRUE,FALSE,TRUE,6,8
41400234,"R.Garretson",5,7,12,"LAC","HOU",33,14,2,4,"14-2-3",1,3,1,2,TRUE,FALSE,TRUE,5,7
41400235,"J.Capers",4,8,12,"HOU","LAC",21,14,2,5,"14-2-3",2,3,1,3,TRUE,TRUE,TRUE,4,8
41400235,"M.McCutchen",9,5,14,"HOU","LAC",21,14,2,5,"14-2-3",2,3,1,3,TRUE,TRUE,TRUE,9,5
41400235,"S.Wright",5,7,12,"HOU","LAC",21,14,2,5,"14-2-3",2,3,1,3,TRUE,TRUE,TRUE,5,7
41400236,"J.Phillips",8,5,13,"LAC","HOU",-12,14,2,6,"14-2-3",3,3,2,3,TRUE,TRUE,TRUE,8,5
41400236,"P.Fraher",9,9,18,"LAC","HOU",-12,14,2,6,"14-2-3",3,3,2,3,TRUE,TRUE,TRUE,9,9
41400236,"S.Foster",9,11,20,"LAC","HOU",-12,14,2,6,"14-2-3",3,3,2,3,TRUE,TRUE,TRUE,9,11
41400237,"K.Mauer",7,11,18,"HOU","LAC",13,14,2,7,"14-2-3",4,3,3,3,FALSE,FALSE,FALSE,0,0
41400237,"M.Callahan",4,11,15,"HOU","LAC",13,14,2,7,"14-2-3",4,3,3,3,FALSE,FALSE,FALSE,0,0
41400237,"T.Brothers",10,6,16,"HOU","LAC",13,14,2,7,"14-2-3",4,3,3,3,FALSE,FALSE,FALSE,0,0
41400301,"J.Phillips",7,5,12,"ATL","CLE",-8,14,3,1,"14-3-0",0,1,0,0,FALSE,FALSE,FALSE,0,0
41400301,"P.Fraher",6,6,12,"ATL","CLE",-8,14,3,1,"14-3-0",0,1,0,0,FALSE,FALSE,FALSE,0,0
